       pos                  sx                  sy                  sxb                  syb
      477.6087623237       24.9991298553       12.3102784956        1.9199858409        0.5763217430
      480.5939144621       25.0006782818       12.3161515253        1.8950145686        0.5688158929
      483.5790666006       25.0021265183       12.3220079208        1.8716031873        0.5617783094
      486.5642187390       25.0034792643       12.3278339562        1.8496807201        0.5551877105
      489.5493708775       25.0047411146       12.3336167651        1.8291777464        0.5490232794
      492.5345230159       25.0059165556       12.3393443010        1.8100264498        0.5432646800
      495.5196751544       25.0070099659       12.3450052992        1.7921606614        0.5378920690
      498.5048272928       25.0080256127       12.3505892388        1.7755158971        0.5328861074
      501.4899794313       25.0089676551       12.3560863059        1.7600293897        0.5282279708
      504.4751315697       25.0098401397       12.3614873578        1.7456401165        0.5238993569
      507.4602837082       25.0106470069       12.3667838873        1.7322888220        0.5198824926
      510.4454358466       25.0113920837       12.3719679901        1.7199180355        0.5161601391
      513.4305879851       25.0120790943       12.3770323295        1.7084720820        0.5127155948
      516.4157401235       25.0127116450       12.3819701089        1.6978970847        0.5095326951
      519.4008922620       25.0132932409       12.3867750376        1.6881409540        0.5065958075
      522.3860444004       25.0138272546       12.3914413103        1.6791533548        0.5038898189
      525.3711965388       25.0143169547       12.3959635751        1.6708856387        0.5014001118
      528.3563486773       25.0147654502       12.4003369236        1.6632907235        0.4991125208
      531.3415008157       25.0151757548       12.4045568555        1.6563228915        0.4970132669
      534.3266529542       25.0155507171       12.4086192776        1.6499374814        0.4950888543
      537.3118050926       25.0158932164       12.4125204353        1.6440904477        0.4933259393
      540.2969572311       25.0162061703       12.4162568823        1.6387378014        0.4917111638
      543.2821093695       25.0164931498       12.4198252744        1.6338349992        0.4902310188
      546.2672615080       25.0167587590       12.4232221757        1.6293365373        0.4888717884
      549.2524136464       25.0170103450       12.4264434379        1.6251961707        0.4876198220
      552.2375657849       25.0172593172       12.4294835441        1.6213687865        0.4864623270
      555.2227179233       25.0175250552       12.4323340683        1.6178151174        0.4853893870
      558.2078700618       25.0178374699       12.4349822180        1.6145120942        0.4843974593
      561.1930222002       25.0182436967       12.4374079388        1.6114703785        0.4834960096
      564.1781743386       25.0188092482       12.4395822029        1.6087650991        0.4827163279
      567.1633264771       25.0196239067       12.4414638224        1.6065754981        0.4821261826
      570.1484786155       25.0207882932       12.4430017710        1.6052463592        0.4818418652
      573.1336307540       25.0224035034       12.4441376871        1.6053283074        0.4820469398
      576.1187828924       25.0245049341       12.4448259808        1.6076430747        0.4829792073
      579.1039350309       25.0270031127       12.4450568999        1.6131400753        0.4849086994
      582.0890871693       25.0294856653       12.4449236948        1.6228026880        0.4879904167
      585.0742393078       25.0310980893       12.4446823183        1.6364494239        0.4918936698
      588.0593914462       25.0300893224       12.4449042893        1.6515537188        0.4951756136
      591.0445435847       25.0239189479       12.4465097054        1.6560714744        0.4910769044
      594.0296957231       25.0079672553       12.4510488278        1.6048812359        0.4501022000
      597.0148478616       24.9798944518       12.4595532259        1.3976016110        0.2916738524
      600.0000000000       24.9630723915       12.4647958248        1.2385673633        0.1689114266
      
