       pos                  sx                  sy                  sxb                  syb
      383.6143835616       25.5902502256        0.9712237280       39.4115628634       11.7706828758
      386.5986301370       25.5817497980        0.9394748368       39.2727894389       11.7291303902
      389.5828767123       25.5730767608        0.9082303125       39.1346322496       11.6877328994
      392.5671232877       25.5641532278        0.8774845087       38.9971524281       11.6466505177
      395.5513698630       25.5549034233        0.8472324363       38.8604228941       11.6060971611
      398.5356164384       25.5452613226        0.8174700843       38.7245309684       11.5663500732
      401.5198630137       25.5351810389        0.7881947091       38.5895805221       11.5277580969
      404.5041095890       25.5246503572        0.7594050691       38.4556932379       11.4907473198
      407.4883561644       25.5137077238        0.7311015768       38.3230084353       11.4558222954
      410.4726027397       25.5024628392        0.7032863341       38.1916807805       11.4235605663
      413.4568493151       25.4911207489        0.6759630131       38.0618750631       11.3945977199
      416.4410958904       25.4800089560        0.6491365353       37.9337570954       11.3695997202
      419.4253424658       25.4696065785        0.6228125038       37.8074796805       11.3492188240
      422.4095890411       25.4605739095        0.5969963379       37.6831625373       11.3340290922
      425.3938356164       25.4537799073        0.5716920642       37.5608650721       11.3244374081
      428.3780821918       25.4503241243        0.5469007281       37.4405510028       11.3205661574
      431.3623287671       25.4515483920        0.5226184006       37.3220440934       11.3221044181
      434.3465753425       25.4590322289        0.4988337863       37.2049747012       11.3281258395
      437.3308219178       25.4745644812        0.4755254696       37.0887175306       11.3368735246
      440.3150684932       25.5000822200        0.4526588888       36.9723219704       11.3455153786
      443.2993150685       25.5375665229        0.4301831939       36.8544377357       11.3498777556
      446.2835616438       25.5888836368        0.4080282245       36.7332402772       11.3441710146
      449.2678082192       25.6555593865        0.3861019477       36.6063626159       11.3207279534
      452.2520547945       25.7384748474        0.3642888103       36.4708429039       11.2697851211
      455.2363013699       25.8374726341        0.3424495966       36.3231001093       11.1793477100
      458.2205479452       25.9508660893        0.3204235175       36.1589536947       11.0351909311
      461.2047945205       26.0748487411        0.2980334092       35.9737068742       10.8210641129
      464.1890410959       26.2028091739        0.2750950366       35.7623167888       10.5191775553
      467.1732876712       26.3245675687        0.2514316159       35.5196783894       10.1110654009
      470.1575342466       26.4255652044        0.2268946952       35.2410515215        9.5789289562
      473.1417808219       26.4860577006        0.2013925301       34.9226620420        8.9075720068
      476.1260273973       26.4803871822        0.1749268977       34.5625069919        8.0870400744
      479.1102739726       26.3764378871        0.1476390160       34.1613899087        7.1160659744
      482.0945205479       26.1354139707        0.1198646911       33.7242041894        6.0064004492
      485.0787671233       25.7121163236        0.0921980074       33.2614684965        4.7880644394
      488.0630136986       25.0559361052        0.0655617747       32.7910976629        3.5154932526
      491.0472602740       24.1128222000        0.0412817526       32.3403622665        2.2744473884
      494.0315068493       22.8285212617        0.0211577184       31.9480053142        1.1893817168
      497.0157534247       21.1534360352        0.0074959617       31.6708428991        0.4263998898
      500.0000000000       20.2124686945        0.0026005373       31.5696358290        0.1487465499
